Crash Number,Day of the Week,Day ,Time of Day,Time ,Place,Controlled Access,Access ,Manner of Crash,Crash Manner,Crash Severity,Intersection Related,Intersection Relationship,At Intersection,Intersection Location,Functional Class,Lighting Conditions,Light Conditions ,Weather,Weather C,CU Roadway Condition,Roadway Condition,CU Roadway Curvature and Grade,Roadway Curvature,Latitude,Longitude
1673108,Thursday,Weekday,5:00 PM to 5:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (angled),Angular,Non-Incapacitating Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,32.636693,-85.481698
1670861,Saturday,Weekend,8:00 PM to 8:59 PM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Dark - Roadway Not Lighted,Dark,Clear,Clear,Dry,Dry,Curve Left and Down Grade,Curve,33.878663,-86.683295
1673318,Friday,Weekday,12:00 Noon to 12:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Minor Arterial,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,34.270106,-86.605931
1672031,Tuesday,Weekday,3:00 PM to 3:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.260787,-86.917392
1673573,Friday,Weekday,3:00 PM to 3:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Major Collector,Daylight,Daylight,Cloudy,Foggy,CU is Unknown,Dry,CU is Unknown,Curve,33.513724,-86.79969
1673577,Friday,Weekday,6:00 PM to 6:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Dry,Dry,Curve Right and Level,Curve,34.048583,-86.111218
1673579,Friday,Weekday,5:00 PM to 5:59 PM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Sideswipe - Same Direction,Sides,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Minor Collector,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight with Down Grade,Straight,33.983489,-86.628568
1673663,Friday,Weekday,11:00 PM to 11:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Local,Dark - Roadway Not Lighted,Dark,Clear,Clear,Dry,Dry,Curve Right and Level,Curve,34.233115,-85.530947
1673699,Friday,Weekday,10:00 PM to 10:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Local,Dark - Roadway Not Lighted,Dark,Fog,Foggy,Dry,Dry,Curve Right and Up Grade,Curve,33.428292,-86.944194
1673753,Saturday,Weekend,7:00 AM to 7:59 AM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Minor Arterial,Daylight,Daylight,Clear,Clear,Dry,Dry,Curve Left and Level,Curve,34.004605,-86.021046
1673779,Saturday,Weekend,8:00 AM to 8:59 AM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Sideswipe - Same Direction,Sides,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Minor Arterial,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.629657,-86.537932
1673800,Saturday,Weekend,9:00 AM to 9:59 AM,Off-Peak Hour,Rural,Main Road, Controlled,Rear End (front to rear),Rear-End,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Interstate,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Curve Right and Down Grade,Curve,34.151585,-86.870615
1673129,Thursday,Weekday,10:00 PM to 10:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Local,Dark - Roadway Not Lighted,Dark,Rain,Precipitation,Wet,Wet,Straight and Level,Straight,34.875522,-87.280607
1673843,Saturday,Weekend,12:00 Noon to 12:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Sideswipe - Same Direction,Sides,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.174351,-86.619461
1673913,Friday,Weekday,4:00 PM to 4:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Daylight,Daylight,Clear,Clear,Dry,Dry,Curve Left and Down Grade,Curve,34.264678,-87.592066
1674086,Saturday,Weekend,6:00 PM to 6:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Minor Arterial,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,30.604071,-87.868953
1674176,Sunday,Weekend,9:00 AM to 9:59 AM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Minor Arterial,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,31.966218,-85.214567
1673948,Saturday,Weekend,3:00 PM to 3:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.67637,-88.111288
1674179,Sunday,Weekend,11:00 AM to 11:59 AM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Angle (front to side) Opposite Direction,Angular,Possible Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Major Collector,Daylight,Daylight,Clear,Clear,CU is Unknown,Dry,CU is Unknown,Curve,33.518113,-86.836151
1673744,Saturday,Weekend,5:00 AM to 5:59 AM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Dark - Roadway Not Lighted,Dark,Clear,Clear,Dry,Dry,Straight with Up Grade,Straight,34.859646,-86.734447
1672167,Tuesday,Weekday,6:00 PM to 6:59 PM,Off-Peak Hour,Rural,Main Road, Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Possible Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Interstate,Daylight,Daylight,Cloudy,Foggy,Wet,Wet,Straight with Up Grade,Straight,30.961923,-87.771723
1674325,Sunday,Weekend,11:00 PM to 11:59 PM,Off-Peak Hour,Urban,Main Road, Controlled,Side Impact (90 degrees),Sides,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Dark - Spot Illumination Both Sides of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,33.58799,-86.697259
1674320,Sunday,Weekend,10:00 PM to 10:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Local,Dark - Roadway Not Lighted,Dark,Clear,Clear,Dry,Dry,Curve Right and Level,Curve,34.545016,-86.594828
1671061,Tuesday,Weekday,5:00 PM to 5:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (angled),Angular,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Major Collector,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,33.588247,-86.741182
1674772,Friday,Weekday,6:00 PM to 6:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (angled),Angular,Fatal Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight with Up Grade,Straight,33.16751,-87.532179
1674993,Friday,Weekday,11:00 PM to 11:59 PM,Off-Peak Hour,Urban,Main Road, Controlled,Sideswipe - Same Direction,Sides,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Dark - Continuous Lighting Both Sides of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.746457,-87.667664
1671671,Friday,Weekday,8:00 PM to 8:59 PM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Local,Dark - Roadway Not Lighted,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.503675,-87.440296
1675194,Wednesday,Weekday,6:00 AM to 6:59 AM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Possible Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Minor Arterial,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,31.200395,-85.379615
1653362,Sunday,Weekend,7:00 PM to 7:59 PM,Peak Hour,Urban,Main Road, Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Minor Arterial,Dusk,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.6401,-88.190743
1674602,Monday,Weekday,3:00 PM to 3:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Sideswipe - Same Direction,Sides,Possible Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.681677,-86.330054
1675434,Saturday,Weekend,3:00 PM to 3:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Angle (front to side) Same Direction,Angular,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.179766,-86.847762
1675544,Sunday,Weekend,10:00 PM to 10:59 PM,Off-Peak Hour,Urban,Frontage Road, Controlled,Rear End (front to rear),Rear-End,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Principal Arterial - Other Freeways or Expressways,Dark - Unknown Roadway Lighting,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.680807,-86.577247
1672916,Saturday,Weekend,6:00 PM to 6:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Side Impact (angled),Angular,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight with Down Grade,Straight,32.554708,-85.112877
1672154,Tuesday,Weekday,6:00 PM to 6:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (angled),Angular,Possible Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Minor Arterial,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.038721,-85.974704
1675971,Thursday,Weekday,6:00 PM to 6:59 PM,Off-Peak Hour,Urban,Main Road, Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Local,Daylight,Daylight,Clear,Clear,Dry,Dry,Curve Left and Level,Curve,32.379855,-86.136368
1676225,Friday,Weekday,2:00 PM to 2:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Property Damage Only,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,33.16595,-86.277541
1676352,Thursday,Weekday,10:00 PM to 10:59 PM,Off-Peak Hour,Urban,Main Road, Controlled,Angle Oncoming (frontal),Angular,Property Damage Only,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Dark - Spot Illumination One Side of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.739305,-86.589295
1676506,Saturday,Weekend,10:00 AM to 10:59 AM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Minor Arterial,Daylight,Daylight,Mist,Foggy,Dry,Dry,Curve Right and Down Grade,Curve,31.173687,-87.161021
1676592,Saturday,Weekend,2:00 PM to 2:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Possible Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Major Collector,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.683837,-86.716223
1676615,Saturday,Weekend,12:00 Noon to 12:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (angled),Angular,Non-Incapacitating Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Minor Arterial,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,32.859179,-85.959854
1676641,Saturday,Weekend,4:00 PM to 4:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (90 degrees),Sides,Possible Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Minor Arterial,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,34.174908,-86.843771
1676666,Saturday,Weekend,9:00 AM to 9:59 AM,Off-Peak Hour,Urban,Main Road, Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Interstate,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,32.625013,-85.385215
1676775,Saturday,Weekend,10:00 PM to 10:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Local,Dark - Spot Illumination One Side of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.730546,-86.67775
1676917,Sunday,Weekend,1:00 PM to 1:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Other,Other,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Minor Arterial,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,32.45593,-86.360185
